url,discoveredFrom,status,finalUrl,title,notes
"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min","code-seed|crawl",200,"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min&species=kot","code-seed|crawl",200,"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min&species=kot","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min&species=pies","code-seed|crawl",200,"http://127.0.0.1:3017/book?service=szybka-konsultacja-15-min&species=pies","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"http://127.0.0.1:3017/booking","code-seed",200,"http://127.0.0.1:3017/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/cennik","code-seed|crawl",200,"http://127.0.0.1:3017/cennik","Cennik konsultacji behawioralnych | Regulski Behawiorysta",""
"http://127.0.0.1:3017/cennik/pelny","code-seed",200,"http://127.0.0.1:3017/cennik/pelny","Pełny cennik rozmów behawioralnych | Regulski Behawiorysta",""
"http://127.0.0.1:3017/confirm","code-seed",200,"http://127.0.0.1:3017/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/confirmation","code-seed",200,"http://127.0.0.1:3017/confirmation","Potwierdzenie rezerwacji",""
"http://127.0.0.1:3017/dostep","crawl",200,"http://127.0.0.1:3017/dostep","Wpisz kod dostępu",""
"http://127.0.0.1:3017/faq","code-seed|crawl",200,"http://127.0.0.1:3017/faq","Najczęstsze pytania i odpowiedzi | Regulski Behawiorysta",""
"http://127.0.0.1:3017/form","code-seed",200,"http://localhost:3017/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/format-konsultacji","crawl",200,"http://127.0.0.1:3017/wybor?animal=dog","Wybierz temat konsultacji | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/konsultacja-behawioralna-online","code-seed",200,"http://127.0.0.1:3017/","Regulski Behawiorysta | Konsultacje behawioralne psów i kotów","redirected"
"http://127.0.0.1:3017/kontakt","code-seed|crawl",200,"http://127.0.0.1:3017/kontakt","Kontakt i pierwszy krok | Regulski Behawiorysta",""
"http://127.0.0.1:3017/koty","code-seed",200,"http://127.0.0.1:3017/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/kwadrans-na-juz","crawl",200,"http://127.0.0.1:3017/kwadrans-na-juz","Kwadrans na już | Regulski Behawiorysta",""
"http://127.0.0.1:3017/login","crawl",200,"http://127.0.0.1:3017/login","Logowanie do pokoju opiekuna",""
"http://127.0.0.1:3017/mapa-sprawy","crawl",200,"http://127.0.0.1:3017/mapa-sprawy","Mapa zachowania — spokojny następny krok | Regulski Behawiorysta",""
"http://127.0.0.1:3017/materialy","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta",""
"http://127.0.0.1:3017/materialy/30-zachowan","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/konflikt-miedzy-kotami","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kot-boi-sie-kuwety","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kot-budzi-dom-po-nocy","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kot-chowa-sie-po-zmianach","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kot-gryzie-przy-glaskaniu","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kot-zyje-w-napieciu","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/koty-zabawa-czy-napiecie","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kwadrans-podstawy-kota","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/kwadrans-podstawy-psa","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/miauczenie-o-swicie","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pierwszy-tydzien-z-kotem","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-broni-zasobow","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-do-pracy-z-ludzmi","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-glupieje-na-smyczy","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-ile-ruchu-potrzebuje","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-niszczy-w-domu","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-pogon-i-hamulce","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-sam-w-domu","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/pies-szczeka-na-gosci","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/szczeniak-gryzie-i-skacze","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/materialy/szczeniak-wyciszanie","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/newsletter","crawl",200,"http://127.0.0.1:3017/newsletter","Newsletter dla opiekunów psów i kotów | Regulski Behawiorysta",""
"http://127.0.0.1:3017/o-mnie","code-seed|crawl",200,"http://127.0.0.1:3017/o-mnie","Krzysztof Regulski - behawiorysta COAPE | Regulski Behawiorysta",""
"http://127.0.0.1:3017/opinie","code-seed|crawl",200,"http://127.0.0.1:3017/opinie","Opinie o konsultacjach behawioralnych | Regulski Behawiorysta",""
"http://127.0.0.1:3017/opinie/dodaj","crawl",200,"http://127.0.0.1:3017/opinie/dodaj","Dodaj opinię",""
"http://127.0.0.1:3017/payment","code-seed",200,"http://127.0.0.1:3017/payment","Płatność i potwierdzenie",""
"http://127.0.0.1:3017/pokoj","crawl",200,"http://127.0.0.1:3017/pokoj","Pokój opiekuna",""
"http://127.0.0.1:3017/polityka-prywatnosci","code-seed|crawl",200,"http://127.0.0.1:3017/polityka-prywatnosci","Polityka prywatności | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy","crawl",200,"http://127.0.0.1:3017/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/konflikt-miedzy-kotami","crawl",200,"http://127.0.0.1:3017/problemy/konflikt-miedzy-kotami","Konflikt między kotami - napięcie, zasoby i... | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/kot-gryzie-przy-glaskaniu","crawl",200,"http://127.0.0.1:3017/problemy/kot-gryzie-przy-glaskaniu","Kot gryzie przy głaskaniu - sygnały i pierw... | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/kot-sika-poza-kuweta","crawl",200,"http://127.0.0.1:3017/problemy/kot-sika-poza-kuweta","Kot sika poza kuwetą - zdrowie, stres i pie... | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/pies-ciagnie-na-smyczy","crawl",200,"http://127.0.0.1:3017/problemy/pies-ciagnie-na-smyczy","Pies ciągnie na smyczy - pierwszy krok | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/pies-nie-zostaje-sam","crawl",200,"http://127.0.0.1:3017/problemy/pies-nie-zostaje-sam","Pies nie zostaje sam - lęk separacyjny i pi... | Regulski Behawiorysta",""
"http://127.0.0.1:3017/problemy/pies-szczeka-na-psy","crawl",200,"http://127.0.0.1:3017/problemy/pies-szczeka-na-psy","Pies szczeka na inne psy - od czego zacząć | Regulski Behawiorysta",""
"http://127.0.0.1:3017/przybornik","code-seed",200,"http://127.0.0.1:3017/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/psy","code-seed",200,"http://127.0.0.1:3017/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/regulamin","code-seed|crawl",200,"http://127.0.0.1:3017/regulamin","Regulamin | Regulski Behawiorysta",""
"http://127.0.0.1:3017/regulamin-pelna-konsultacja","crawl",200,"http://127.0.0.1:3017/regulamin-pelna-konsultacja","Regulamin Pełnej konsultacji | Regulski Behawiorysta",""
"http://127.0.0.1:3017/slot","code-seed",200,"http://127.0.0.1:3017/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"http://127.0.0.1:3017/wybor","crawl",200,"http://127.0.0.1:3017/wybor","Wybierz temat konsultacji | Regulski Behawiorysta",""
