url,discoveredFrom,status,finalUrl,title,notes
"https://regulskibehawiorysta.pl/blog/czym-jest-coape-behawiorysta-po-tej-szkole","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/czym-jest-coape-behawiorysta-po-tej-szkole","Czym jest COAPE? Co oznacza behawiorysta po... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/dlaczego-moj-pies-szczeka-na-inne-psy","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/dlaczego-moj-pies-szczeka-na-inne-psy","Dlaczego mój pies szczeka na inne psy - i c... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/ile-kosztuje-konsultacja-behawioralna","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/ile-kosztuje-konsultacja-behawioralna","Ile kosztuje konsultacja behawioralna? Co d... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-nagrac-psa-zostawionego-samemu","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/jak-nagrac-psa-zostawionego-samemu","Jak nagrać psa zostawionego samemu i co z n... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-nauczyc-psa-zostawania-samemu","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/jak-nauczyc-psa-zostawania-samemu","Jak nauczyć psa zostawania samemu — pierwsz... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-przygotowac-sie-do-konsultacji-behawioralnej-online","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/jak-przygotowac-sie-do-konsultacji-behawioralnej-online","Jak przygotować się do konsultacji behawior... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-ustawic-kuwete-dla-kota","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/jak-ustawic-kuwete-dla-kota","Jak ustawić kuwetę dla kota — lokalizacja... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-wprowadzic-nowego-kota-do-domu","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/jak-wprowadzic-nowego-kota-do-domu","Jak wprowadzić nowego kota do domu, w który... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-wybrac-kuwete-i-zwirek-dla-kota","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/jak-wybrac-kuwete-i-zwirek-dla-kota","Jak wybrać kuwetę i żwirek dla kota — co ko... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-wyglada-konsultacja-behawioralna-online","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/jak-wyglada-konsultacja-behawioralna-online","Jak wygląda konsultacja behawioralna online... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/jak-zapoznac-dwa-koty","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/jak-zapoznac-dwa-koty","Jak zapoznać dwa koty, żeby nie zepsuć rela... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/kiedy-behawiorysta-kiedy-trener-psa","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/kiedy-behawiorysta-kiedy-trener-psa","Kiedy behawiorysta, a kiedy trener psa? Jak... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/kot-drapie-meble","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/kot-drapie-meble","Kot drapie meble — dlaczego to robi i jak t... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/kot-zalatwia-sie-poza-kuweta","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/kot-zalatwia-sie-poza-kuweta","Kot załatwia się poza kuwetą: co sprawdzić... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/nowy-pies-pierwsze-72-godziny","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/nowy-pies-pierwsze-72-godziny","Nowy pies w domu — pierwsze 72 godziny. Co... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/pies-ciagnie-na-smyczy","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/pies-ciagnie-na-smyczy","Pies ciągnie na smyczy: kiedy ćwiczyć chodz... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/pies-ciagnie-na-smyczy-od-czego-zaczac","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/pies-ciagnie-na-smyczy-od-czego-zaczac","Pies ciągnie na smyczy — od czego zacząć, ż... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/pies-wyje-kiedy-zostaje-sam","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/pies-wyje-kiedy-zostaje-sam","Pies wyje, kiedy zostaje sam: co nagrać i s... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/reaktywnosc-na-smyczy-cwiczenie-luznej-smyczy","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/reaktywnosc-na-smyczy-cwiczenie-luznej-smyczy","Jak ćwiczyć luźną smycz z reaktywnym psem —... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/rutyna-wyjscia-oswajanie-psa-z-samotnoscia","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/blog/rutyna-wyjscia-oswajanie-psa-z-samotnoscia","Rutyna wyjścia — jak krok po kroku oswajać... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/stres-kota-a-zachowania-toaletowe","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/stres-kota-a-zachowania-toaletowe","Stres kota w domu — jak środowisko wpływa n... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/blog/szczeniak-pierwsza-noc","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/blog/szczeniak-pierwsza-noc","Pierwsza noc ze szczeniakiem - jak ustawić... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online","code-seed|crawl",200,"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online","Rezerwacja: Pełna konsultacja behawioralna | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online&species=kot","code-seed",200,"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online&species=kot","Rezerwacja: Pełna konsultacja behawioralna | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online&species=pies","code-seed",200,"https://regulskibehawiorysta.pl/book?service=konsultacja-behawioralna-online&species=pies","Rezerwacja: Pełna konsultacja behawioralna | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min","code-seed|crawl",200,"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min&species=kot","code-seed|crawl",200,"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min&species=kot","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min&species=pies","code-seed|crawl",200,"https://regulskibehawiorysta.pl/book?service=szybka-konsultacja-15-min&species=pies","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/booking","code-seed",200,"https://regulskibehawiorysta.pl/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/cennik","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/cennik","Cennik konsultacji behawioralnych | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/cennik/pelny","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/cennik/pelny","Pełny cennik rozmów behawioralnych | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/confirm","code-seed",200,"https://regulskibehawiorysta.pl/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/confirmation","code-seed",200,"https://regulskibehawiorysta.pl/confirmation","Potwierdzenie rezerwacji",""
"https://regulskibehawiorysta.pl/dostep","crawl",200,"https://regulskibehawiorysta.pl/dostep","Wpisz kod dostępu",""
"https://regulskibehawiorysta.pl/faq","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/faq","Najczęstsze pytania i odpowiedzi | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/form","code-seed",200,"https://regulskibehawiorysta.pl/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/format-konsultacji","crawl",200,"https://regulskibehawiorysta.pl/wybor?animal=dog","Wybierz temat konsultacji | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/instagram","sitemap.xml",200,"https://regulskibehawiorysta.pl/instagram","Instagram - linki do tematów | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/konsultacja-behawioralna-online","code-seed",200,"https://regulskibehawiorysta.pl/","Regulski Behawiorysta | Konsultacje behawioralne psów i kotów","redirected"
"https://regulskibehawiorysta.pl/kontakt","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/kontakt","Kontakt i pierwszy krok | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/koty","code-seed",200,"https://regulskibehawiorysta.pl/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/kwadrans-na-juz","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/kwadrans-na-juz","Kwadrans na już | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/login","crawl",200,"https://regulskibehawiorysta.pl/login","Logowanie do pokoju opiekuna",""
"https://regulskibehawiorysta.pl/mapa-sprawy","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/mapa-sprawy","Mapa zachowania — spokojny następny krok | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/materialy","sitemap.xml|code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/materialy/30-zachowan","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/konflikt-miedzy-kotami","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kot-boi-sie-kuwety","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kot-budzi-dom-po-nocy","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kot-chowa-sie-po-zmianach","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kot-gryzie-przy-glaskaniu","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kot-zyje-w-napieciu","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/koty-zabawa-czy-napiecie","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kwadrans-podstawy-kota","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/kwadrans-podstawy-psa","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/miauczenie-o-swicie","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pierwszy-tydzien-z-kotem","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-broni-zasobow","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-do-pracy-z-ludzmi","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-glupieje-na-smyczy","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-ile-ruchu-potrzebuje","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-niszczy-w-domu","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-pogon-i-hamulce","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-sam-w-domu","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/pies-szczeka-na-gosci","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/szczeniak-gryzie-i-skacze","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/materialy/szczeniak-wyciszanie","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/newsletter","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/newsletter","Newsletter dla opiekunów psów i kotów | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/o-mnie","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/o-mnie","Krzysztof Regulski - behawiorysta COAPE | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/opinie","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/opinie","Opinie o konsultacjach behawioralnych | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/opinie/dodaj","crawl",200,"https://regulskibehawiorysta.pl/opinie/dodaj","Dodaj opinię",""
"https://regulskibehawiorysta.pl/payment","code-seed",200,"https://regulskibehawiorysta.pl/payment","Płatność i potwierdzenie",""
"https://regulskibehawiorysta.pl/pokoj","crawl",200,"https://regulskibehawiorysta.pl/pokoj","Pokój opiekuna",""
"https://regulskibehawiorysta.pl/polityka-prywatnosci","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/polityka-prywatnosci","Polityka prywatności | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/konflikt-miedzy-kotami","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/konflikt-miedzy-kotami","Konflikt między kotami - napięcie, zasoby i... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/kot-gryzie-przy-glaskaniu","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/kot-gryzie-przy-glaskaniu","Kot gryzie przy głaskaniu - sygnały i pierw... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/kot-sika-poza-kuweta","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/kot-sika-poza-kuweta","Kot sika poza kuwetą - zdrowie, stres i pie... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/pies-ciagnie-na-smyczy","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/pies-ciagnie-na-smyczy","Pies ciągnie na smyczy - pierwszy krok | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/pies-nie-zostaje-sam","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/pies-nie-zostaje-sam","Pies nie zostaje sam - lęk separacyjny i pi... | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/problemy/pies-szczeka-na-psy","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/problemy/pies-szczeka-na-psy","Pies szczeka na inne psy - od czego zacząć | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/przybornik","code-seed",200,"https://regulskibehawiorysta.pl/materialy","Materiały PDF do pobrania | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/psy","code-seed",200,"https://regulskibehawiorysta.pl/problemy","Najczęstsze problemy psów i kotów | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/regulamin","sitemap.xml|code-seed|crawl",200,"https://regulskibehawiorysta.pl/regulamin","Regulamin | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/regulamin-pelna-konsultacja","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/regulamin-pelna-konsultacja","Regulamin Pełnej konsultacji | Regulski Behawiorysta",""
"https://regulskibehawiorysta.pl/slot","code-seed",200,"https://regulskibehawiorysta.pl/book","Rezerwacja Kwadransa behawioralnego | Regulski Behawiorysta","redirected"
"https://regulskibehawiorysta.pl/wybor","sitemap.xml|crawl",200,"https://regulskibehawiorysta.pl/wybor","Wybierz temat konsultacji | Regulski Behawiorysta",""
